,review title,job title,job location,date,description,pros,cons
527,"Work at best, at Anglo american Platinum",Analista de Suprimentos Pleno,"Northam, LP",17-Jul-15,"The typical day at work, it was when the plant foreman who lianse with our department resist to knowledge my competence to the engineering department in order to be evaluated on my performance, due to personal disagreement between us, this was until we found the way to deal with our indifference's. i have learned a lot based on organisational culture and communications skills which added me the opportunity to successfully execute my work. i became the best at my project work and the metallurgical engineering work based, as i was able to act as a metallurgist when the need arises. the hardest part of the job was when we had to sample in the chrome plant as this was too physical and time demanding job. where the most enjoyable part of the sampling job was when i was running my analysis of results from sampling at metallurgical laboratory, an also the given responsibility as a plant foreman for the whole shift.",yes, 
528,"Muy buen trabajo, y la paga siempre es a tiempo.",Warehouse Controller,"Metepec, MEX",16-Jul-15,Mi trabajo para esta empresa ha sido satisfactorio. He conocido mucha gente y se trabaja muy a gusto. Yo solamente voy e imparto mis cinco horas de clases en muy buen ambiente de trabajo. Soy una persona seria acostumbrada a ir a trabajar y realmente a socializar poco. Pero cuando el trabajo me da la oportunidad por lo regular soy educada y afable con todos los compañeros.,No hay pros solo recibir el pago por hora despues de que termina cada curso.,Alto nivel de burocracia
529,Muy buen ambiente de trabajo,Miner(stopper),"Nogales, VS",13-Jul-15,"Muy buen lugar para aprender y desarrollar lo aprendido en la universidad. Me fui con una gran imagen de la gente me ayudo y me tendió una mano en el desarrollo de mi trabajo de titulo. El único punto en contra se lo lleva en lo difícil que es el poder tener una retroalimentación de parte de los tutores de Memorista/practica, especialmente en el área de mantención, ya que es muy difícil poder ocupar un poco de su escaso tiempo.Otro punto en contra es lo complicado de poder conseguir un puesto.",Buena movilización y pagos.,Could be long hours and senior PA roles are quite scarce
530,Understanding,Snr lab tech,"Polokwane, LP",12-Jul-15,A good one with challenges and learnings.To always think out the box.Always easy to work with and open to employees(transparent).Hard workers and enjoy each other's companies(open).To work in a noisy area.Although the working environment is noisy Personal Protective Equipment is always provided for.,yes,poco desarollo profesional
531,Empresa dinâmica e agradável para trabalhar.,Process Manager,"Belo Horizonte, MG",11-Jul-15,". Gestão de contratadas que me obrigava a revisitar os contratos e acompanhar o dia a dia das empresas. Muito trabalho mas extremamente gratificante.. Relacionamento e conhecimento técnico em diversas disciplinas... O diretor e o meu gerente geral eram pessoas extremamente inteligentes, dinâmicas e flexíveis.. A minha equipe foi formada por mim e conseguimos excelentes resultados. Demais colegas, apoiaram de forma positiva.. Gestão de empresas junto ""urgência"" de obra, me obrigavam a me desdobrar para garantir o respeito aos procedimento e normas da empresa.. O trabalho era fantástico e sempre muito motivado para garantir o bom desenvolvimento da obra e das contratadas.",A empresa forneceu todos os recursos para um bom desempenho da equipe.,the fact that I have been a contractor for so long
532,Productive,"Geofísico Regional, Andes","Rustenburg, NW",10-Jul-15,everyday i enjoyed myself as i usually meet with different kins of people e.g culture and we made agreat team each an everyday.everyday is great. most enjoyable time is being in front of people do my presentation.,no free lunches, 
533,Uma empresa excepcional  que sabe cuidar do seu colaborador,fitter,"Barro Alto, GO",06-Jul-15,"Foi uma experiência extraordinária, a gerência, os meus colegas de trabalho. A área de planejamento é uma área perfeita para trabalhar, gostava das minhas atividades, de visitar as áreas e fazer relatórios, de ficar perto dos equipamentos e entender todo o processo da área de produção, manutenção preventiva, preditiva etc. Abrir uma ordem de servição para que uma atividade ser efetuada, inspeções de rota, requisições para a compra de material. É uma área que eu adoraria trabalhar novamente.","A empresa é ótima em questão de salário, alimentação, plano de saúde, participação dos resultados, plano odontológico, transporte, ambulatório etc.", 
534,Productive,Analista de Datos,emalahleni witbank,02-Jul-15,"a very great place to work at, the co-workers are very nice and management has an open door policy which is very nice. most enjoyable part of my job is the inter action with my co workers, we work hard and try to find new ways of having fun in the workplace.",great people, 
535,"Productive, learning and fun place",Master Electrician,"Centurion, GP",29-Jun-15,"It is a dynamic work place, everyday  is an opportunity to learn something new. employees are encourage to have future and grwoths plans through the individual development plan which is link to the perfomance contract. Employees are valued","free lunch, medical benefits",network or erp systems
536,Excelente,Process Cotroller,"Santiago de Chile, RM",27-Jun-15,"A pesar que fue poco tiempo todo estaba ordenado, limpio y estructurado como gran empresa minera que es, cada área desempeñaba su función como debe ser.", , 
537,It was very exciting in this role,Drill Rig Operator and Roof bolter operator,Zimbabwe,26-Jun-15,"At this organisation I was incharge of the training for apprentices in engineering, production and administration. I was working with a variety of people doing completely different jobs and each section saw themselves as better than the other. But overall this was a very productive company. I enjoyed a lot of travelling within the country and going to South Africa to learn from the sister company. This company was in Zimbabwe.",some times yes,no hay ayuda para pagar la educación de los hijos
