,review title,job title,job location,date,description,pros,cons
472,Organised working place and residence,Mine Surveyor,Zvishavane,"August 12, 2014",The place is well organised and the place of residence is clean and the relaxing places are always clean.,Free food and accomodation,Few options on recreation
473,good place to work,Fitter,gove  nt,"August 7, 2014",Good workplace with excellent co workers who believed in getting the job done,"good pay, good roster","red tape, idiots"
474,Better than your typical huge company.,"Senior Advisor, Human Resources","Denver, CO","August 5, 2014","I can't complain too much during my time with Rio Tinto.  Your manager is your lifeline to your career.  If you get a good one, then the sky is the limit.  Unfortunately, there aren't many good ones in Human Resources department.", ,Be careful which product group you work for. Some are much better than others.
475,Productive work environment,Port Controller,"Perth, SCT","August 4, 2014",Productive work environment good working culture. Good management system. A company that cares about its workers.,good work cultrure,Six twelve hours days in a row
476,Learned a lot,Advisor Product Stewardship,"Rossing Uranium, Swakopmund","July 31, 2014",Working at Rio Tinto was a great experience and learning curve and gave me vast and great insights in the mining and processing field in terms of environmental management and sustainable development.,Great career opportunities,No study opportunities
477,tirer profit de la gestion d'équipe,Adjoint Coordonnateur d'intégrité mécanique PSM,"Sorel-Tracy, QC","July 30, 2014",cette expérience m'a permis de mettre en application des nouvelles compétences relationnels et de leadership en vue de motiver mon équipe à donner le meilleur de soi en vue de réaliser l'objectif commun de l'équipe.,apprendre à gérer efficacement du personnel,Ras
478,Enjoyable work place but very poor and inexperienced management,Mine Planner,Australia,"July 30, 2014",Enjoyable work place but very poor and inexperienced management.Important decisions are rushed or made by those who do not have adequate experiance to be in senior roles. Harassment issues are not taken as seriously as they should be.Very young Technical Team and high employee turnover rate.A typical day involves talking with short term planners about any issues they have to see if those issues can be resolved in the medium term plan.,Have made good friends and it is a unique part of the country.,Very expensive place to live with limited housing assitance.
479,Rio Tinto,operator and pipline maintiner / emergancy team,co-disposal,"July 30, 2014",Rio Tinto was a good and out going with with it work team mates and other people working in different areas of the mine we worked as a family to get the job done. also even time on as off to spend time with family and friends., , 
480,Challenging opporutunity,Spécialiste amélioration des affaires aux achats,"Jonquière, Québec","July 23, 2014",Cost reduction project with the Singapour procurement team and several plants based on alloying elements.,Business project with many human interactions,not on a continuous basis
481,Bonne emploi,Mécanicien aux installations portuaires,Saguenay,"July 18, 2014",Très bonne condition de travail. C'étais un emploi étudiant mais j'aurais voulu être engagé., , 
482,extremely busy,supervisor/trainer,supervisor,"July 15, 2014","extremely busy supervising 160 plus trainee operators, on 3 sites. I learned that people have different ways of learning machinery and they were in a hurry to learn more. Not always accepting that learning to operate machinery takes time, there is so much involved in becoming an operator and that its just not about driving, its about knowing everything regarding machinery that they are on, informed them that I still learn things and I have been operating for years, there is always something to learn. management were very helpful and extremely patient, My co-workers were great support and we looked after each other. The hardest part of the job was shift change of supervisors, we all had different ways of supervising. The most enjoyable part of the job was seeing the trainees graduate at the end of their 2 years and obtaining their certificates, the hard work had paid off for them.", , 
